id	structure	dispo_id	season	season_year	dispo_type	site_code	lon	lat	local	campaign_start	campaign-end	campaign_duration	trap_night	trap_cat
1	LIFE	1-CBDE01-2017-2018-ETE	ETE	2017-2018	CAGE	BDE	340994	7665136	Crête BDE	05/02/2018	19/02/2018	14	14	0
2	LIFE	1-CBDE01-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	340994	7665136	Crête BDE	21/03/2017	29/03/2017	8	8	0
3	LIFE	1-CBDE01-2018-2019-HIVER	HIVER	2018-2019	CAGE	BDE	340994	7665136	Crête BDE	05/06/2018	11/09/2018	98	54	0
4	LIFE	2-CBDE02-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	341091	7665200	Ravine BDE	07/11/2016	29/03/2017	142	24	0
5	LIFE	3-CBDE03-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	341069,682	7665243,72	Ravine BDE	07/11/2016	22/03/2017	135	31	0
6	LIFE	4-CBDE05-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	341236	7665242	Terrier 1 à 50 BDE	08/11/2016	22/11/2016	14	14	0
7	LIFE	4-CBDE05-2018-2019-HIVER	HIVER	2018-2019	CAGE	BDE	341236	7665242	Terrier 1 à 50 BDE	25/07/2018	12/09/2018	49	30	0
8	LIFE	5-CBDE06-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	341362	7665303	Terrier 51 à 85 BDE	08/11/2016	22/11/2016	14	14	0
9	LIFE	6-CBDE07-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	341404	7665229	Terrier 101 à 150 BDE	08/11/2016	22/03/2017	134	29	1
10	LIFE	6-CBDE07-2018-2019-HIVER	HIVER	2018-2019	CAGE	BDE	341404	7665229	Terrier 101 à 150 BDE	27/06/2018	12/09/2018	77	30	0
11	LIFE	6-CBDE07-2019-2020-HIVER	HIVER	2019-2020	CAGE	BDE	341404	7665229	Terrier 101 à 150 BDE	24/05/2019	07/08/2019	75	15	0
12	PNRun SUD	7-CJI01-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344743,37	7657837	Jacky Inard DIM	15/01/2016	18/02/2016	34	26,5	0
13	PNRun SUD	7-CJI01-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344743,37	7657837	Jacky Inard DIM	08/06/2015	12/08/2015	65	14,5	0
14	PNRun SUD	10-CJI02-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344551	7657867	Jacky Inard DIM	15/01/2016	18/02/2016	34	26,5	1
15	PNRun SUD	10-CJI02-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344551	7657867	Jacky Inard DIM	08/06/2015	12/08/2015	65	14	0
16	PNRun SUD	13-CJI03-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344445	7657941	Jacky Inard DIM	15/01/2016	18/02/2016	34	18,5	0
17	PNRun SUD	13-CJI03-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344445	7657941	Jacky Inard DIM	08/06/2015	12/08/2015	65	14,5	0
18	PNRun SUD	16-CJI04-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344289	7657983	Jacky Inard DIM	15/01/2016	18/02/2016	34	27	0
19	PNRun SUD	16-CJI04-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344289	7657983	Jacky Inard DIM	08/06/2015	12/08/2015	65	16	1
20	PNRun SUD	19-CJI05-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344312	7658109	Jacky Inard DIM	15/01/2016	24/02/2016	40	28	0
21	PNRun SUD	19-CJI05-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344312	7658109	Jacky Inard DIM	08/06/2015	12/08/2015	65	15,5	0
22	PNRun SUD	22-CJI06-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344210	7658224	Jacky Inard DIM	15/01/2016	24/02/2016	40	29	0
23	PNRun SUD	22-CJI06-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344210	7658224	Jacky Inard DIM	08/06/2015	12/08/2015	65	16	0
24	PNRun SUD	25-CJI07-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344069	7658291	Jacky Inard DIM	15/01/2016	24/02/2016	40	23	0
25	PNRun SUD	25-CJI07-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344069	7658291	Jacky Inard DIM	08/06/2015	12/08/2015	65	18	0
26	PNRun SUD	28-CJI13-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344259	7658966	Jacky Inard DIM	08/06/2015	12/08/2015	65	17,5	0
27	PNRun SUD	31-CJI17-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344430,01	7659416,02	Jacky Inard DIM	08/06/2015	12/08/2015	65	18	0
28	PNRun SUD	34-CJI18-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344464,78	7659593,38	Jacky Inard DIM	08/06/2015	12/08/2015	65	22,5	0
29	PNRun SUD	37-CJI19-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344500,02	7659711,07	Jacky Inard DIM	08/06/2015	12/08/2015	65	22	0
30	PNRun SUD	40-CJI20-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344582,97	7659671	Jacky Inard DIM	08/06/2015	12/08/2015	65	18	0
31	PNRun SUD	43-CMAV01-2015-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344878,41	7657633,79	Mal au ventre DIM	07/01/2016	18/02/2016	42	21	0
32	PNRun SUD	43-CMAV01-2015-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344878,41	7657633,79	Mal au ventre DIM	08/06/2015	05/08/2015	58	16,5	0
33	PNRun SUD	46-CMAV02-2015-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344874,22	7657761,59	Mal au ventre DIM	07/01/2016	18/02/2016	42	24,5	0
34	PNRun SUD	46-CMAV02-2015-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344874,22	7657761,59	Mal au ventre DIM	08/06/2015	05/08/2015	58	15,5	0
35	PNRun SUD	49-CMAV03-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345055,82	7657688,98	Mal au ventre DIM	08/06/2015	05/08/2015	58	17	0
36	PNRun SUD	52-CMAV04-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344911,37	7657910,63	Mal au ventre DIM	23/01/2016	18/02/2016	26	19,5	0
37	PNRun SUD	52-CMAV04-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344911,37	7657910,63	Mal au ventre DIM	08/06/2015	05/08/2015	58	16	0
38	PNRun SUD	55-CMAV05-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345001,87	7657971,06	Mal au ventre DIM	07/01/2016	18/02/2016	42	28,5	0
39	PNRun SUD	55-CMAV05-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345001,87	7657971,06	Mal au ventre DIM	08/06/2015	05/08/2015	58	16,5	0
40	PNRun SUD	58-CMAV06-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345138,59	7657940,63	Mal au ventre DIM	07/01/2016	04/02/2016	28	15,5	0
41	PNRun SUD	58-CMAV06-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345138,59	7657940,63	Mal au ventre DIM	08/06/2015	05/08/2015	58	14,5	0
42	PNRun SUD	61-CMAV07-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345225,18	7657837,27	Mal au ventre DIM	23/01/2016	18/02/2016	26	11,5	0
43	PNRun SUD	61-CMAV07-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345225,18	7657837,27	Mal au ventre DIM	08/06/2015	05/08/2015	58	17,5	0
44	PNRun SUD	64-CMAV08-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345322,17	7657642,09	Mal au ventre DIM	07/01/2016	18/02/2016	42	19,5	0
45	PNRun SUD	64-CMAV08-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345322,17	7657642,09	Mal au ventre DIM	08/06/2015	05/08/2015	58	14,5	3
46	PNRun SUD	67-CJI08-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344056,11	7658441,64	Jacky Inard DIM	15/01/2016	24/02/2016	40	23	0
47	PNRun SUD	67-CJI08-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344056,11	7658441,64	Jacky Inard DIM	09/06/2015	12/08/2015	64	15,5	1
48	PNRun SUD	70-CJI09-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344039,87	7658662,18	Jacky Inard DIM	09/06/2015	12/08/2015	64	16	0
49	PNRun SUD	73-CJI10-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344165,63	7658612,14	Jacky Inard DIM	09/06/2015	12/08/2015	64	16,5	0
50	PNRun SUD	76-CJI11-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344084,56	7658749,69	Jacky Inard DIM	09/06/2015	12/08/2015	64	16,5	0
51	PNRun SUD	79-CJI12-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344149,52	7658886,82	Jacky Inard DIM	09/06/2015	12/08/2015	64	16,5	0
52	PNRun SUD	82-CJI15-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344273,51	7659172,63	Jacky Inard DIM	09/06/2015	12/08/2015	64	15,5	0
53	PNRun SUD	85-CJI16-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344328,61	7659297,93	Jacky Inard DIM	09/06/2015	12/08/2015	64	19,5	0
54	PNRun SUD	88-CMAV09-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345311,809	7657948,12	Mal au ventre DIM	07/01/2016	18/02/2016	42	17,5	0
55	PNRun SUD	88-CMAV09-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345311,809	7657948,12	Mal au ventre DIM	09/06/2015	05/08/2015	57	15	0
56	PNRun SUD	91-CMAV10-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345310,765	7658074,93	Mal au ventre DIM	09/06/2015	05/08/2015	57	16,5	0
57	PNRun SUD	94-CMAV11-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345303,462	7658238,01	Mal au ventre DIM	07/01/2016	18/02/2016	42	28,5	0
58	PNRun SUD	94-CMAV11-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345303,462	7658238,01	Mal au ventre DIM	09/06/2015	05/08/2015	57	16	0
59	PNRun SUD	97-CMAV12-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345341,171	7658362,89	Mal au ventre DIM	07/01/2016	18/02/2016	42	28,5	0
60	PNRun SUD	97-CMAV12-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345341,171	7658362,89	Mal au ventre DIM	09/06/2015	05/08/2015	57	15,5	0
61	PNRun SUD	100-CMAV13-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345371,572	7658492,09	Mal au ventre DIM	07/01/2016	18/02/2016	42	28,5	0
62	PNRun SUD	100-CMAV13-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345371,572	7658492,09	Mal au ventre DIM	09/06/2015	05/08/2015	57	15	0
63	PNRun SUD	103-CMAV14-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345358,27	7658615,59	Mal au ventre DIM	07/01/2016	18/02/2016	42	24	0
64	PNRun SUD	103-CMAV14-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345358,27	7658615,59	Mal au ventre DIM	09/06/2015	05/08/2015	57	17	0
65	PNRun SUD	106-CMAV15-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345404,43	7658648,06	Mal au ventre DIM	07/01/2016	18/02/2016	42	24	0
66	PNRun SUD	106-CMAV15-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345404,43	7658648,06	Mal au ventre DIM	09/06/2015	05/08/2015	57	16,5	0
67	PNRun SUD	109-CMAV16-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345165,385	7658665,01	Mal au ventre DIM	07/01/2016	18/02/2016	42	21	0
68	PNRun SUD	109-CMAV16-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345165,385	7658665,01	Mal au ventre DIM	09/06/2015	05/08/2015	57	17	0
69	PNRun SUD	112-CMAV17-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345205,601	7658511,18	Mal au ventre DIM	07/01/2016	18/02/2016	42	28	0
70	PNRun SUD	112-CMAV17-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345205,601	7658511,18	Mal au ventre DIM	09/06/2015	05/08/2015	57	14,5	0
71	PNRun SUD	115-CMAV18-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345218,147	7658201,58	Mal au ventre DIM	07/01/2016	18/02/2016	42	24	0
72	PNRun SUD	115-CMAV18-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345218,147	7658201,58	Mal au ventre DIM	09/06/2015	05/08/2015	57	16,5	0
73	PNRun SUD	118-CMAV19-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345160,892	7658088,44	Mal au ventre DIM	07/01/2016	18/02/2016	42	31	0
74	PNRun SUD	118-CMAV19-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345160,892	7658088,44	Mal au ventre DIM	09/06/2015	05/08/2015	57	17	0
75	PNRun SUD	121-CMAV20-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	345206,233	7657990,21	Mal au ventre DIM	07/01/2016	18/02/2016	42	31	0
76	PNRun SUD	121-CMAV20-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	345206,233	7657990,21	Mal au ventre DIM	09/06/2015	05/08/2015	57	14,5	0
77	AVE2M	124-CBRPC29-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	339727	7664396	Ilet à Cordes CIL	15/06/2015	07/08/2015	53	30,5	0
78	AVE2M	125-CFJPC25-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338617	7662619	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	31	0
79	AVE2M	127-CFJPC26-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338571	7662561	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	30,5	0
80	AVE2M	129-CFJPC27-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338669	7662561	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	29	2
81	AVE2M	130-CICPC32-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338578	7663443	Route vers Ilet à Cordes CIL	15/06/2015	06/08/2015	52	32	0
82	AVE2M	131-CISPC21-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338803	7664675	Ilet des Salazes CIL	15/06/2015	26/08/2015	72	51,5	0
83	AVE2M	132-CISPC22-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338905	7664691	Ilet des Salazes CIL	15/06/2015	26/08/2015	72	44,5	1
84	AVE2M	133-CKBPC30-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	340852	7662737	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	30,5	0
85	AVE2M	134-CKBPC31-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	340886	7662753	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	31	1
86	AVE2M	135-CPCPC17-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	341630	7663043	Plateau des Chênes CIL	15/06/2015	07/08/2015	53	29,5	0
87	AVE2M	136-CPCPC18-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	341653	7663152	Plateau des Chênes CIL	15/06/2015	07/08/2015	53	28	1
88	AVE2M	137-CPCPC19-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	341567	7663150	Plateau des Chênes CIL	15/06/2015	07/08/2015	53	29	0
89	AVE2M	138-CPCPC20-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	341517	7663115	Plateau des Chênes CIL	15/06/2015	07/08/2015	53	29	0
90	AVE2M	139-CRGPC28-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	338765	7663904	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	31	0
91	AVE2M	140-CRMPC12-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	342153	7663145	Roche Merveilleuse CIL	15/06/2015	07/08/2015	53	25	0
92	AVE2M	141-CRMPC14-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	342060	7663110	Roche Merveilleuse CIL	15/06/2015	17/07/2015	32	14	0
93	AVE2M	142-CRMPC15-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	342045	7663139	Roche Merveilleuse CIL	15/06/2015	07/08/2015	53	23,5	0
94	AVE2M	143-CSMPC23-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	339151	7664054	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	31	1
95	AVE2M	144-CSMPC24-2015-2016-HIVER	HIVER	2015-2016	CAGE	CIL	339152	7664057	Route vers Ilet à Cordes CIL	15/06/2015	07/08/2015	53	32,5	1
96	AVE2M	156-CCMPC17-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342862	7656413	Camp Marron DIM	15/06/2015	30/07/2015	45	31,5	0
97	AVE2M	157-CCMPC18-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342725	7656397	Camp Marron DIM	15/06/2015	30/07/2015	45	30,5	0
98	AVE2M	158-CCMPC19-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342665	7656224	Camp Marron DIM	15/06/2015	30/07/2015	45	29,5	0
99	AVE2M	159-CCMPC20-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342535	7656132	Camp Marron DIM	15/06/2015	30/07/2015	45	31	1
100	AVE2M	160-CCMPC21-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342420	7656109	Camp Marron DIM	15/06/2015	30/07/2015	45	31,5	0
101	AVE2M	161-CCMPC22-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342242	7656286	Camp Marron DIM	15/06/2015	30/07/2015	45	29,5	0
102	AVE2M	162-CCMPC23-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342763	7656535	Camp Marron DIM	15/06/2015	30/07/2015	45	30,5	1
103	AVE2M	163-CCMPC24-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	342888	7656584	Camp Marron DIM	15/06/2015	30/07/2015	45	32,5	0
104	AVE2M	164-CCPC10-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344025	7656863	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	31,5	1
105	AVE2M	165-CCPC11-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343945	7656855	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	34	0
106	AVE2M	166-CCPC12-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343924	7656702	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	32,5	0
107	AVE2M	167-CCPC13-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343789	7656645	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	32,5	0
108	AVE2M	168-CCPC14-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343660	7656552	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	30,5	0
109	AVE2M	169-CCPC15-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343381	7656622	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	29,5	2
110	AVE2M	170-CCPC16-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343194	7656559	Sentier Boeuf-la Chapelle DIM	15/06/2015	30/07/2015	45	31,5	1
111	AVE2M	171-CMVPC01-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	343752	7655412	Sentier Mal au ventre DIM	16/11/2015	01/12/2015	15	9	0
112	AVE2M	171-CMVPC01-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343752	7655412	Sentier Mal au ventre DIM	15/06/2015	30/07/2015	45	35,5	1
113	AVE2M	172-CMVPC03-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	343974	7655595	Sentier Mal au ventre DIM	16/11/2015	01/12/2015	15	8,5	0
114	AVE2M	172-CMVPC03-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343974	7655595	Sentier Mal au ventre DIM	15/06/2015	30/07/2015	45	34	0
115	AVE2M	173-CMVPC04-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	343953	7655725	Sentier Mal au ventre DIM	16/11/2015	01/12/2015	15	8	0
116	AVE2M	173-CMVPC04-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343953	7655725	Sentier Mal au ventre DIM	15/06/2015	30/07/2015	45	33	0
117	AVE2M	174-CMVPC05-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344001	7655866	Sentier Mal au ventre DIM	16/11/2015	01/12/2015	15	8	0
118	AVE2M	174-CMVPC05-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344001	7655866	Sentier Mal au ventre DIM	15/06/2015	30/07/2015	45	33,5	0
119	AVE2M	175-CMVPC06-2015-2016-ETE	ETE	2015-2016	CAGE	DIM	344044	7655919	Sentier Mal au ventre DIM	16/11/2015	01/12/2015	15	8,5	0
120	AVE2M	175-CMVPC06-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344044	7655919	Sentier Mal au ventre DIM	15/06/2015	30/07/2015	45	36,5	0
121	AVE2M	176-CPGBPC25-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343111	7656434	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	29	0
122	AVE2M	177-CPGBPC26-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343235	7656834	Piste 4x4 Dimitile haut DIM	15/06/2015	21/07/2015	36	21	1
123	AVE2M	178-CPGBPC27-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343341	7656799	Piste 4x4 Dimitile haut DIM	15/06/2015	15/07/2015	30	17	0
124	AVE2M	179-CPGBPC29-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343599	7657059	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	26	1
125	AVE2M	180-CPGBPC30-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343937	7657191	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	26	1
126	AVE2M	181-CPGBPC31-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	343963	7657394	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	29	0
127	AVE2M	182-CPGBPC32-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344214	7657327	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	27,5	0
128	AVE2M	183-CPGBPC33-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344474	7657509	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	28,5	0
129	AVE2M	184-CPGBPC34-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344538	7657576	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	28	1
130	AVE2M	185-CPGBPC35-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344864	7657560	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	28	0
131	AVE2M	186-CPGBPC36-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344933	7657416	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	28	0
132	AVE2M	187-CPGBPC37-2015-2016-HIVER	HIVER	2015-2016	CAGE	DIM	344900	7657303	Piste 4x4 Dimitile haut DIM	15/06/2015	30/07/2015	45	27	0
133	AVE2M	217-CPBPC01-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	348970	7658171	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	9,5	0
134	AVE2M	217-CPBPC01-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	348970	7658171	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	44,5	2
135	AVE2M	218-CPBPC02-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349126	7658280	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	11,5	0
136	AVE2M	218-CPBPC02-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349126	7658280	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	45,5	0
137	AVE2M	219-CPBPC03-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349483	7658437	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	11	1
138	AVE2M	219-CPBPC03-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349483	7658437	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	44,5	0
139	AVE2M	220-CPBPC04-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349484	7658622	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	11,5	0
140	AVE2M	220-CPBPC04-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349484	7658622	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	43	3
141	AVE2M	221-CPBPC05-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349608	7658645	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	11,5	1
142	AVE2M	221-CPBPC05-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349608	7658645	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	45,5	0
143	AVE2M	222-CPBPC06-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349673	7658694	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	11	0
144	AVE2M	222-CPBPC06-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349673	7658694	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	45,5	1
145	AVE2M	223-CPBPC07-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349720	7658792	Sentier Piton Bleu GBA	16/11/2015	04/12/2015	18	12	0
146	AVE2M	223-CPBPC07-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349720	7658792	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	45,5	0
147	AVE2M	224-CPBPC08-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349853	7658954	Sentier Piton Bleu GBA	16/11/2015	01/12/2015	15	7,5	0
148	AVE2M	224-CPBPC08-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349853	7658954	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	47	0
149	AVE2M	225-CPBPC09-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349880	7659100	Sentier Piton Bleu GBA	16/11/2015	01/12/2015	15	9	0
150	AVE2M	225-CPBPC09-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349880	7659100	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	47	0
151	AVE2M	226-CPBPC10-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	349970	7659262	Sentier Piton Bleu GBA	16/11/2015	01/12/2015	15	9	0
152	AVE2M	226-CPBPC10-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	349970	7659262	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	47,5	0
153	AVE2M	227-CPBPC11-2015-2016-ETE	ETE	2015-2016	CAGE	GBA	350083	7659353	Sentier Piton Bleu GBA	16/11/2015	01/12/2015	15	9	0
154	AVE2M	227-CPBPC11-2015-2016-HIVER	HIVER	2015-2016	CAGE	GBA	350083	7659353	Sentier Piton Bleu GBA	15/06/2015	26/08/2015	72	49,5	0
